LENGTH,DATA,RUTA,JURISDIC,ETIQUETA_R,PROVINCIA,MATERIAL,PEAJE,CARRILES,JERARQUIA,TOPOGRAFIA,VEL_LIV,VEL_PES
2.75,"1184","1",RP,RP 1,LA PAMPA,Pavimento,"0","1",Ruta,L,"109","79"
0.56,"1181","1",RP,RP 1,LA PAMPA,SIN DATO,"0","1",Ruta,L,,
11.20,"1106","1",RP,RP 1,LA PAMPA,Pavimento,"0","1",Ruta,L,"109","79"
0.60,"1187","1",RP,RP 1,LA PAMPA,Pavimento,"0","1",Ruta,L,"109","79"
2.67,"1111","307",RP,RP 307,LA PAMPA,SIN DATO,"0","1",Ruta,L,,
4.25,"1180","1",RP,RP 1,LA PAMPA,SIN DATO,"0","1",Ruta,L,,
16.57,"534","5",RN,RN 5,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
61.60,"536","5",RN,RN 5,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
90.61,"197","188",RN,RN 188,LA PAMPA,Pavimento,"0",,Ruta,L,"109","79"
69.03,"448","35",RN,RN 35,LA PAMPA,Pavimento,"0","1",Ruta,L,"109","79"
69.27,"520","41",RP,RP 41,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
32.67,"262","205",RN,RN 205,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
3.54,"267","215",RP,RP 215,BUENOS AIRES,Pavimento,"0","1",Avenida,L,"60","45"
5.76,"356","3",RN,RN 3,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
5.99,"519","41",RP,RP 41,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
33.49,"517","41",RP,RP 41,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
42.21,"357","3",RN,RN 3,BUENOS AIRES,Pavimento,"1","1",AutovIa,L,"112","80"
33.18,"532","5",RN,RN 5,BUENOS AIRES,Pavimento,"1","1",Ruta,L,"109","79"
39.21,"260","205",RN,RN 205,BUENOS AIRES,Pavimento,"1","1",Ruta,L,"109","79"
0.81,"883","3",RN,RN 3,BUENOS AIRES,Pavimento,"0",,Ruta,L,"109","79"
0.58,"881","6",RP,RP 6,BUENOS AIRES,Pavimento,"0","2",AutovIa,L,"112","80"
0.47,"884","205",RN,RN 205,BUENOS AIRES,Pavimento,"0",,Autopista,L,"138","80"
22.79,"584","6",RP,RP 6,BUENOS AIRES,Pavimento,"0","2",AutovIa,L,"112","80"
9.35,"1121","40",RP,RP 40,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
36.35,"1697","6",RP,RP 6,BUENOS AIRES,Pavimento,"0","2",AutovIa,L,"112","80"
2.97,"1120","40",RP,RP 40,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
11.47,"1698","7",RN,RN 7,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.43,"1124","25",RP,RP 25,BUENOS AIRES,Pavimento,"0","2",Ruta,L,"109","79"
13.34,"1119","40",RP,RP 40,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.84,"1125","7",RP,RP 7,BUENOS AIRES,Pavimento,"0","2",Ruta,L,"109","79"
2.07,"1123","7",RP,RP 7,BUENOS AIRES,Pavimento,"0","2",Ruta,L,"109","79"
6.06,"642","7",RN,RN 7,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
2.43,"1122","7",RP,RP 7,BUENOS AIRES,Pavimento,"0","2",Ruta,L,"109","79"
38.57,"641","7",RN,RN 7,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
63.55,"683","8",RN,RN 8,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
26.17,"523","41",RP,RP 41,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
22.61,"521","41",RP,RP 41,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
40.46,"644","7",RN,RN 7,BUENOS AIRES,Pavimento,"1","1",Ruta,L,"109","79"
12.47,"682","8",RN,RN 8,BUENOS AIRES,Pavimento,"1","1",Autopista en construccion,L,"138","80"
20.14,"720","9",RN,RN 9,BUENOS AIRES,Pavimento,"0","1",Autopista,L,"138","80"
48.17,"522","41",RP,RP 41,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
57.01,"721","9",RN,RN 9,BUENOS AIRES,Pavimento,"1","1",Autopista,L,"138","80"
7.52,"863","9",RN,RN 9,BUENOS AIRES,Pavimento,"0",,Autopista,L,"138","80"
11.19,"716","9",RN,RN 9,BUENOS AIRES,Pavimento,"0",,Autopista,L,"138","80"
10.67,"791",A00,RN,RN A00,BUENOS AIRES,Pavimento,"0",,Autopista,L,"138","80"
2.75,"867",A00,RN,RN A00,BUENOS AIRES,Pavimento,"0",,Autopista,L,"138","80"
12.65,"841",SD,VE,VE SD,CIUDAD DE BUENOS AIRES,Pavimento,"1",,Autopista,L,"138","80"
2.84,"1273","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.88,"1274","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.49,"1271","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.44,"1272","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
3.44,"1270","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
4.09,"1117","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.34,"1205","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.94,"1206","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.27,"1207","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.51,"1208","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.54,"1209","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.01,"1210","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.10,"1212","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
2.99,"1211","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
5.88,"1213","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
2.00,"1214","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
2.90,"1215","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.76,"1216","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.55,"1217","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.08,"1225","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
2.91,"1224","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.83,"1269","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.78,"1268","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.62,"1264","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.40,"1265","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.96,"1263","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.00,"1266","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.30,"1267","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.42,"1258","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.51,"1260","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.06,"1259","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.41,"1250","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.32,"1251","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.92,"1255","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.15,"1252","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.15,"1253","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.14,"1254","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.10,"1257","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.31,"1256","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.82,"1262","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.89,"1261","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.12,"1244","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.04,"1246","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.21,"1242","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.21,"1240","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.43,"1239","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.20,"1243","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.21,"1241","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
7.63,"1118","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.14,"1238","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.09,"1237","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.85,"1235","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
1.18,"1234","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.27,"1236","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.30,"1229","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.28,"1232","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.74,"1233","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.70,"1231","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
0.58,"1230","11",RP,RP 11,BUENOS AIRES,Pavimento,"0","1",Ruta,L,"109","79"
52.35,"91","127",RN,RN 127,ENTRE RIOS,Pavimento,"0",,Ruta,L,"109","79"
41.68,"239","2",RP,RP 2,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
48.07,"238","2",RP,RP 2,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
15.39,"108","14",RN,RN 14,ENTRE RIOS,Pavimento,"0","2",AutovIa,L,"112","80"
5.35,"109","14",RN,RN 14,ENTRE RIOS,Pavimento,"0","2",AutovIa,L,"112","80"
7.62,"111","14",RN,RN 14,ENTRE RIOS,Pavimento,"0","2",AutovIa,L,"112","80"
14.77,"962",A015,RN,RN A015,ENTRE RIOS,Pavimento,"0","1",Ruta,L,"109","79"
58.98,"1047","14",RN,RN 14,ENTRE RIOS,Pavimento,"0","2",AutovIa,L,"112","80"
55.92,"110","14",RN,RN 14,ENTRE RIOS,Pavimento,"1","2",AutovIa,L,"112","80"
17.34,"1369","126",RP,RP 126,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
7.58,"1371","126",RP,RP 126,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
3.10,"1372","126",RP,RP 126,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
1.13,"1373","126",RP,RP 126,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
4.64,"1374","126",RP,RP 126,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
72.57,"93","127",RN,RN 127,ENTRE RIOS,Pavimento,"0",,Ruta,L,"109","79"
1.46,"1375","126",RP,RP 126,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
5.68,"1376","126",RP,RP 126,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
4.28,"1377","126",RP,RP 126,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
1.67,"1378","126",RP,RP 126,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
1.51,"1379","126",RP,RP 126,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
3.90,"1380","126",RP,RP 126,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
6.19,"1381","126",RP,RP 126,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
22.19,"113","14",RN,RN 14,CORRIENTES,Pavimento,"0","2",AutovIa,L,"112","80"
7.75,"1382","126",RP,RP 126,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
30.73,"52","119",RN,RN 119,CORRIENTES,Pavimento,"0",,Ruta,L,"109","79"
30.97,"94","129",RP,RP 129,CORRIENTES,SIN DATO,"0",,Ruta,L,,
62.44,"924","127",RN,RN 127,CORRIENTES,Pavimento,"0","1",AutovIa,L,"112","80"
8.35,"1383","126",RP,RP 126,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
0.93,"1384","126",RP,RP 126,CORRIENTES,Tierra,"0","1",Ruta,L,"59","43"
49.93,"53","119",RN,RN 119,CORRIENTES,Pavimento,"0",,Ruta,L,"109","79"
64.03,"88","126",RP,RP 126,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
109.24,"87","123",RN,RN 123,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
19.87,"1441","4",RP,RP 4,CHACO,SIN DATO,"0","1",Ruta,L,,
18.76,"1720","16",RN,RN 16,CHACO,Pavimento,"0","1",Ruta,L,"109","79"
116.47,"783","95",RN,RN 95,CHACO,Pavimento,"0","1",Ruta,L,"109","79"
29.44,"1442","4",RP,RP 4,CHACO,SIN DATO,"0","1",Ruta,L,,
82.63,"1721","16",RN,RN 16,CHACO,Pavimento,"0","1",Ruta,L,"109","79"
13.24,"1727","9",RP,RP 9,CHACO,Pavimento,"0","1",Ruta,L,"109","79"
17.38,"1726","9",RP,RP 9,CHACO,Pavimento,"0","1",Ruta,L,"109","79"
119.20,"785","95",RN,RN 95,FORMOSA,Pavimento,"0","1",Ruta,L,"109","79"
1.34,"1450","9",RP,RP 9,CHACO,Pavimento,"0","1",Ruta,L,"109","79"
0.63,"1451","9",RP,RP 9,CHACO,Pavimento,"0","1",Ruta,L,"109","79"
1.58,"1730","9",RP,RP 9,CHACO,Pavimento,"0","1",Ruta,L,"109","79"
26.69,"1729","9",RP,RP 9,CHACO,Pavimento,"0","1",Ruta,L,"109","79"
3.65,"1443","9",RP,RP 9,CHACO,Pavimento,"0","1",Ruta,L,"109","79"
1.21,"1444","9",RP,RP 9,CHACO,Pavimento,"0","1",Ruta,L,"109","79"
5.45,"1445","9",RP,RP 9,CHACO,Pavimento,"0","1",Ruta,L,"109","79"
1.38,"1448","9",RP,RP 9,CHACO,Pavimento,"0","1",Ruta,L,"109","79"
1.67,"1446","9",RP,RP 9,CHACO,Pavimento,"0","1",Ruta,L,"109","79"
0.57,"1447","9",RP,RP 9,CHACO,Pavimento,"0","1",Ruta,L,"109","79"
9.93,"1449","9",RP,RP 9,CHACO,Pavimento,"0","1",Ruta,L,"109","79"
20.86,"1728","9",RP,RP 9,CHACO,Pavimento,"0","1",Ruta,L,"109","79"
35.43,"1452","7",RP,RP 7,CHACO,Pavimento,"0","1",Ruta,L,"109","79"
19.14,"1722","90",RP,RP 90,CHACO,Pavimento,"0","1",Ruta,L,"109","79"
4.77,"363","3",RP,RP 3,FORMOSA,SIN DATO,"0",,Ruta,L,,
76.36,"769","90",RP,RP 90,CHACO,Pavimento,"0","1",Ruta,L,"109","79"
36.63,"35","11",RN,RN 11,CHACO,Pavimento,"0","1",Ruta,L,"109","79"
83.23,"691","81",RN,RN 81,FORMOSA,Pavimento,"0","1",Ruta,L,"109","79"
82.84,"1804","3",RP,RP 3,FORMOSA,Pavimento,"0",,Ruta,L,"109","79"
11.84,"1776","40",RN,RN 40,SALTA,Pavimento,"0",,Ruta,M,"70","48"
119.30,"1753","40",RN,RN 40,SALTA,Tierra,"0",,Ruta,M,"25","17"
5.21,"1039","51",RN,RN 51,SALTA,Ripio,"0",,Ruta,M,"28","19"
28.01,"1773","51",RN,RN 51,SALTA,Ripio,"0",,Ruta,O,"49","35"
14.43,"1752","40",RN,RN 40,SALTA,Pavimento,"0",,Ruta,M,"70","48"
27.73,"112","14",RN,RN 14,CORRIENTES,Pavimento,"0","1",AutovIa,L,"112","80"
9.24,"115","14",RN,RN 14,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
9.83,"48","117",RN,RN 117,CORRIENTES,Pavimento,"0","2",AutovIa,L,"112","80"
45.62,"114","14",RN,RN 14,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
5.88,"963","122",RN,RN 122,CORRIENTES,Pavimento,"0",,Ruta,L,"109","79"
0.02,"116","14",RN,RN 14,CORRIENTES,Pavimento,"0",,Ruta,L,"109","79"
75.26,"923","24",RP,RP 24,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
73.03,"86","123",RN,RN 123,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
69.54,"67","12",RN,RN 12,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
28.65,"54","119",RN,RN 119,CORRIENTES,Pavimento,"0",,Ruta,L,"109","79"
0.42,"49","118",RN,RN 118,CORRIENTES,Pavimento,"0",,Ruta,L,"109","79"
0.44,"323","27",RP,RP 27,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
0.09,"72","12",RN,RN 12,CORRIENTES,Pavimento,"0",,Ruta,L,"109","79"
8.30,"50","118",RN,RN 118,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
5.23,"1392","13",RP,RP 13,CORRIENTES,SIN DATO,"0",,Ruta,L,,
7.16,"1385","13",RP,RP 13,CORRIENTES,SIN DATO,"0",,Ruta,L,,
3.81,"1386","13",RP,RP 13,CORRIENTES,SIN DATO,"0",,Ruta,L,,
3.72,"1387","13",RP,RP 13,CORRIENTES,SIN DATO,"0",,Ruta,L,,
12.28,"1388","13",RP,RP 13,CORRIENTES,SIN DATO,"0",,Ruta,L,,
6.76,"1389","13",RP,RP 13,CORRIENTES,SIN DATO,"0",,Ruta,L,,
4.11,"1390","13",RP,RP 13,CORRIENTES,SIN DATO,"0",,Ruta,L,,
8.17,"1391","13",RP,RP 13,CORRIENTES,SIN DATO,"0",,Ruta,L,,
21.06,"560","5",RP,RP 5,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
26.32,"70","12",RN,RN 12,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
13.38,"765","9",RP,RP 9,CORRIENTES,SIN DATO,"0","1",Ruta,L,,
128.83,"1706","118",RN,RN 118,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
127.27,"557","5",RP,RP 5,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
149.81,"71","12",RN,RN 12,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
58.77,"51","118",RN,RN 118,CORRIENTES,Pavimento,"0","1",Ruta,L,"109","79"
79.46,"73","12",RN,RN 12,CORRIENTES,Pavimento,"1","1",Ruta,L,"109","79"
130.01,"36","11",RN,RN 11,CHACO,Pavimento,"0","1",Ruta,L,"109","79"
98.00,"689","81",RN,RN 81,FORMOSA,Pavimento,"0","1",Ruta,L,"109","79"
21.23,"476","38",RN,RN 38,TUCUMAN,Pavimento,"0",,Ruta,L,"109","79"
94.14,"379","307",RP,RP 307,TUCUMAN,Pavimento,"0","1",Ruta,M,"70","48"
35.65,"412","337",RP,RP 337,CATAMARCA,Pavimento,"0",,Ruta,O,"99","70"
11.08,"1778","40",RN,RN 40,TUCUMAN,Pavimento,"0",,Ruta,L,"109","79"
13.33,"452","357",RP,RP 357,TUCUMAN,Pavimento,"0","1",Ruta,O,"99","70"
53.51,"515","40",RN,RN 40,SALTA,Pavimento,"0",,Ruta,O,"99","70"
6.11,"877","38",RN,RN 38,TUCUMAN,Pavimento,"0",,Ruta,L,"109","79"
17.50,"388","325",RP,RP 325,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
27.47,"478","38",RN,RN 38,TUCUMAN,Pavimento,"0",,AutovIa,L,"112","80"
36.03,"161","157",RN,RN 157,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
1.38,"387","321",RP,RP 321,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
7.45,"477","38",RN,RN 38,TUCUMAN,Pavimento,"0",,AutovIa,L,"112","80"
7.28,"162","157",RN,RN 157,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
6.06,"479","38",RN,RN 38,TUCUMAN,Pavimento,"0",,AutovIa,L,"112","80"
3.73,"750","9",RN,RN 9,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
2.88,"751","9",RN,RN 9,TUCUMAN,Pavimento,"0",,AutovIa,L,"112","80"
4.64,"844",SD,VE,VE SD,TUCUMAN,Pavimento,"0",,Ruta,L,"109","79"
1.09,"377","302",RP,RP 302,TUCUMAN,Pavimento,"0","2",Calle,L,"40","30"
137.21,"752","9",RN,RN 9,TUCUMAN,Pavimento,"1","1",Ruta,L,"109","79"
27.20,"939","40",RN,RN 40,SALTA,Pavimento,"0","1",Ruta,M,"70","48"
24.61,"1777","40",RN,RN 40,SALTA,Ripio,"0",,Ruta,M,"28","19"
185.10,"629","68",RN,RN 68,SALTA,Pavimento,"0","1",Ruta,O,"99","70"
69.04,"154","157",RN,RN 157,CATAMARCA,Pavimento,"0","1",Ruta,L,"109","79"
102.50,"462","37",RP,RP 37,SANTIAGO DEL ESTERO,Pavimento,"0",,Ruta,L,"109","79"
103.13,"745","9",RN,RN 9,SANTIAGO DEL ESTERO,Pavimento,"0","1",Ruta,L,"109","79"
3.57,"591","6",RP,RP 6,SANTIAGO DEL ESTERO,Pavimento,"0","1",Ruta,L,"109","79"
92.45,"616","64",RN,RN 64,SANTIAGO DEL ESTERO,Pavimento,"0","1",Ruta,L,"109","79"
29.62,"843",SD,VE,VE SD,SANTIAGO DEL ESTERO,Pavimento,"0",,Ruta,L,"109","79"
64.57,"747","9",RN,RN 9,SANTIAGO DEL ESTERO,Pavimento,"0","1",Ruta,L,"109","79"
62.40,"749","9",RN,RN 9,SANTIAGO DEL ESTERO,Pavimento,"0","1",Ruta,L,"109","79"
3.86,"617","64",RN,RN 64,SANTIAGO DEL ESTERO,Pavimento,"0",,Avenida,L,"60","45"
0.51,"748","9",RN,RN 9,SANTIAGO DEL ESTERO,Pavimento,"0",,Avenida,L,"60","45"
3.88,"27","107",RP,RP 107,SANTIAGO DEL ESTERO,SIN DATO,"0",,Avenida,L,,
27.07,"592","6",RP,RP 6,SANTIAGO DEL ESTERO,Pavimento,"0","1",Ruta,L,"109","79"
26.61,"422","34",RN,RN 34,SANTIAGO DEL ESTERO,Pavimento,"0","1",Ruta,L,"109","79"
11.13,"613","64",RN,RN 64,SANTIAGO DEL ESTERO,Pavimento,"0",,Avenida,L,"60","45"
3.27,"862","34",RN,RN 34,SANTIAGO DEL ESTERO,Pavimento,"0","1",Avenida,L,"60","45"
43.68,"1710","9",RN,RN 9,SANTIAGO DEL ESTERO,Pavimento,"0","1",Ruta,L,"109","79"
5.76,"1640","13",RP,RP 13,SANTIAGO DEL ESTERO,SIN DATO,"0",,Ruta,L,,
6.41,"1639","13",RP,RP 13,SANTIAGO DEL ESTERO,SIN DATO,"0",,Ruta,L,,
5.55,"1638","13",RP,RP 13,SANTIAGO DEL ESTERO,SIN DATO,"0",,Ruta,L,,
2.99,"1637","13",RP,RP 13,SANTIAGO DEL ESTERO,SIN DATO,"0",,Ruta,L,,
0.68,"1636","13",RP,RP 13,SANTIAGO DEL ESTERO,SIN DATO,"0",,Ruta,L,,
9.78,"1635","13",RP,RP 13,SANTIAGO DEL ESTERO,SIN DATO,"0",,Ruta,L,,
3.45,"1634","13",RP,RP 13,SANTIAGO DEL ESTERO,SIN DATO,"0",,Ruta,L,,
7.99,"1633","13",RP,RP 13,SANTIAGO DEL ESTERO,SIN DATO,"0",,Ruta,L,,
8.14,"1632","13",RP,RP 13,SANTIAGO DEL ESTERO,SIN DATO,"0",,Ruta,L,,
42.94,"195","18",RP,RP 18,SANTIAGO DEL ESTERO,Pavimento,"0","1",Ruta,L,"109","79"
27.53,"424","34",RN,RN 34,SANTIAGO DEL ESTERO,Pavimento,"1","1",Ruta,L,"109","79"
82.86,"558","5",RP,RP 5,SANTIAGO DEL ESTERO,Pavimento,"0","1",Ruta,L,"109","79"
101.18,"421","34",RN,RN 34,SANTIAGO DEL ESTERO,Pavimento,"0","1",Ruta,L,"109","79"
138.15,"712","89",RN,RN 89,SANTIAGO DEL ESTERO,Pavimento,"0","1",Ruta,L,"109","79"
79.40,"746","9",RN,RN 9,TUCUMAN,Pavimento,"1","1",Ruta,L,"109","79"
57.70,"919","304",RP,RP 304,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
27.64,"411","336",RP,RP 336,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
138.23,"423","34",RN,RN 34,SANTIAGO DEL ESTERO,Pavimento,"0","1",Ruta,L,,
109.24,"425","34",RN,RN 34,SALTA,Pavimento,"0","1",Ruta,L,"109","79"
30.85,"756","9",RN,RN 9,SALTA,Pavimento,"0","1",Ruta,L,"109","79"
5.49,"757","9",RN,RN 9,SALTA,Pavimento,"0","1",Avenida,L,"60","45"
27.59,"755","9",RN,RN 9,SALTA,Pavimento,"0","1",AutovIa,L,"112","80"
1.71,"754","9",RN,RN 9,SALTA,Pavimento,"0","1",AutovIa,L,"112","80"
97.27,"171","16",RN,RN 16,SALTA,Pavimento,"0","1",Ruta,L,"109","79"
87.64,"559","5",RP,RP 5,SANTIAGO DEL ESTERO,Pavimento,"0","1",Ruta,L,"109","79"
172.61,"170","16",RN,RN 16,SALTA,Pavimento,"0","1",Ruta,L,"109","79"
0.06,"18","101",RN,RN 101,MISIONES,Pavimento,"0",,Ruta,L,"109","79"
85.11,"17","101",RN,RN 101,MISIONES,Pavimento,"0","1",Ruta,L,"109","79"
197.87,"698","86",RN,RN 86,FORMOSA,Pavimento,"0","1",Ruta,L,"109","79"
5.75,"1466","80",RP,RP 80,JUJUY,Ripio,"0","2",Ruta,L,"66","48"
0.60,"1467","80",RP,RP 80,JUJUY,Ripio,"0","2",Ruta,L,"66","48"
0.80,"1468","80",RP,RP 80,JUJUY,Ripio,"0","2",Ruta,L,"66","48"
4.26,"1463","80",RP,RP 80,SALTA,Ripio,"0",,Ruta,L,"66","48"
6.67,"1806","13",RP,RP 13,SALTA,Ripio,"0",,Ruta,L,"66","48"
3.66,"1464","13",RP,RP 13,SALTA,Ripio,"0",,Ruta,L,"66","48"
0.86,"1465","13",RP,RP 13,SALTA,Pavimento,"0",,Ruta,L,"109","79"
