LENGTH,DATA,RUTA,JURISDIC,ETIQUETA_R,PROVINCIA,MATERIAL,PEAJE,CARRILES,JERARQUIA,TOPOGRAFIA,VEL_LIV,VEL_PES
9.97,"952","293",RN,RN 293,SANTA CRUZ,Ripio,"0",,Ruta,O,"49","35"
112.71,"1786","40",RN,RN 40,SANTA CRUZ,Ripio,"0",,Ruta,O,"49","35"
166.43,"1017","40",RN,RN 40,SANTA CRUZ,Pavimento,"0","1",Ruta,O,"99","70"
62.25,"494","40",RN,RN 40,SANTA CRUZ,Pavimento,"0","1",Ruta,O,"99","70"
20.85,"954","3",RN,RN 3,TIERRA DEL FUEGO,Ripio,"0",,Ruta,O,"49","35"
41.19,"1023","3",RN,RN 3,TIERRA DEL FUEGO,Pavimento,"0","1",Ruta,O,"99","70"
30.09,"955",24CJ,RN,RN 24CJ,TIERRA DEL FUEGO,Ripio,"0",,Ruta,O,"49","35"
4.75,"956",24CK,RN,RN 24CK,TIERRA DEL FUEGO,Ripio,"0",,Ruta,O,"49","35"
60.00,"1024",24CJ,RN,RN 24CJ,TIERRA DEL FUEGO,Ripio,"0",,Ruta,O,"49","35"
68.36,"544","5",RP,RP 5,SANTA CRUZ,Pavimento,"0","1",Ruta,O,"99","70"
104.40,"951","40",RN,RN 40,SANTA CRUZ,Pavimento,"0","1",Ruta,O,"99","70"
4.33,"337","3",RN,RN 3,SANTA CRUZ,Pavimento,"0","1",Ruta,L,"109","79"
12.55,"338","3",RN,RN 3,SANTA CRUZ,Pavimento,"0",,Avenida,L,"60","45"
23.68,"1018","40",RN,RN 40,SANTA CRUZ,Pavimento,"0","1",Avenida,L,"60","45"
112.52,"1016","5",RP,RP 5,SANTA CRUZ,Pavimento,"0","1",Ruta,O,"99","70"
196.83,"1015","3",RN,RN 3,SANTA CRUZ,Pavimento,"0","1",Ruta,O,"99","70"
70.04,"953",24CB,RN,RN 24CB,TIERRA DEL FUEGO,Ripio,"0",,Ruta,O,"49","35"
10.56,"989",24CI,RN,RN 24CI,TIERRA DEL FUEGO,Ripio,"0",,Ruta,O,"49","35"
91.17,"1787","3",RN,RN 3,TIERRA DEL FUEGO,Ripio,"0",,Ruta,O,"49","35"
77.58,"1020","3",RN,RN 3,TIERRA DEL FUEGO,Pavimento,"0","1",Ruta,O,"99","70"
13.80,"334","3",RN,RN 3,TIERRA DEL FUEGO,Pavimento,"0","1",Ruta,O,"99","70"
100.35,"1022","3",RN,RN 3,TIERRA DEL FUEGO,Pavimento,"0","1",Ruta,O,"99","70"
61.04,"1021","3",RN,RN 3,TIERRA DEL FUEGO,Pavimento,"0","1",Ruta,O,"99","70"
141.29,"1019","3",RN,RN 3,TIERRA DEL FUEGO,Pavimento,"0",,Ferry,O,,
25.33,"988","40",RN,RN 40,SANTA CRUZ,Pavimento,"0",,Ruta,L,"109","79"
128.07,"495","40",RN,RN 40,SANTA CRUZ,Pavimento,"0","1",Ruta,O,"99","70"
3.37,"1014","40",RN,RN 40,SANTA CRUZ,Pavimento,"0","1",Ruta,O,"99","70"
37.37,"958","40",RN,RN 40,SANTA CRUZ,Pavimento,"0","1",Ruta,O,"99","70"
35.78,"1783","259",RN,RN 259,CHUBUT,Ripio,"0",,Ruta,O,"49","35"
39.41,"949","259",RN,RN 259,CHUBUT,Pavimento,"0","1",Ruta,O,"99","70"
143.99,"328","288",RN,RN 288,SANTA CRUZ,Ripio,"0",,Ruta,O,"49","35"
68.90,"1785","40",RN,RN 40,SANTA CRUZ,Ripio,"0",,Ruta,O,"49","35"
128.26,"1038","51",RN,RN 51,JUJUY,Ripio,"0",,Ruta,O,"49","35"
120.30,"1796","52",RN,RN 52,JUJUY,Pavimento,"0",,Ruta,O,"99","70"
97.10,"935","40",RN,RN 40,JUJUY,Ripio,"0",,Ruta,O,"49","35"
65.37,"938",1V40,RN,RN 1V40,SALTA,Ripio,"0",,Ruta,O,"49","35"
3.02,"1797","40",RN,RN 40,JUJUY,Pavimento,"0",,Ruta,O,"99","70"
107.27,"1795","40",RN,RN 40,JUJUY,Ripio,"0",,Ruta,O,"49","35"
23.05,"1775","51",RN,RN 51,SALTA,Ripio,"0",,Ruta,O,"49","35"
21.38,"937","51",RN,RN 51,SALTA,Pavimento,"0","1",Ruta,O,"99","70"
88.25,"1774","51",RN,RN 51,SALTA,Pavimento,"0",,Ruta,O,"99","70"
43.66,"921","9",RN,RN 9,SALTA,Pavimento,"0","1",AutovIa,L,"112","80"
8.51,"760","9",RN,RN 9,SALTA,Pavimento,"1","1",AutovIa,L,"112","80"
88.39,"759","9",RN,RN 9,SALTA,Pavimento,"0","1",Ruta,L,"109","79"
3.90,"761","9",RN,RN 9,JUJUY,Pavimento,"0","1",Autopista,O,,
5.48,"758","9",RN,RN 9,JUJUY,Pavimento,"0","1",Autopista,O,,
30.58,"922","34",RN,RN 34,SALTA,Pavimento,"0","1",Ruta,L,"109","79"
13.40,"227",1V6,RN,RN 1V6,JUJUY,Pavimento,"0","1",Ruta,L,"109","79"
25.94,"625","66",RN,RN 66,JUJUY,Pavimento,"0","1",AutovIa,L,"112","80"
12.15,"626","66",RN,RN 66,JUJUY,Pavimento,"0","1",Ruta,L,"109","79"
136.21,"1050","52",RN,RN 52,JUJUY,Pavimento,"0","1",Ruta,O,"99","70"
53.59,"762","9",RN,RN 9,JUJUY,Pavimento,"0","1",Ruta,O,"99","70"
64.91,"1049","9",RN,RN 9,JUJUY,Pavimento,"0","1",Ruta,M,"70","48"
22.15,"934","9",RN,RN 9,JUJUY,Pavimento,"0","1",Ruta,M,"70","48"
1.00,"1772","40",RN,RN 40,JUJUY,Tierra,"0",,Ruta,O,"45","31"
4.78,"1771","40",RN,RN 40,JUJUY,Ripio,"0",,Ruta,O,"49","35"
3.56,"1769","40",RN,RN 40,JUJUY,Tierra,"0",,Ruta,O,"45","31"
191.14,"1770","40",RN,RN 40,JUJUY,Ripio,"0",,Ruta,O,"49","35"
2.96,"1040","283",RN,RN 283,JUJUY,Pavimento,"0",,Ruta,O,"99","70"
3.55,"1453","5",RP,RP 5,JUJUY,Pavimento,"0","1",Ruta,O,"99","70"
6.30,"1460","13",RP,RP 13,JUJUY,Ripio,"0","1",Ruta,M,"28","19"
31.15,"1461","13",RP,RP 13,JUJUY,Ripio,"0","1",Ruta,M,"28","19"
132.61,"1718","9",RN,RN 9,JUJUY,Pavimento,"0","1",Ruta,O,"99","70"
10.34,"1454","5",RP,RP 5,JUJUY,Pavimento,"0","1",Ruta,O,"99","70"
37.02,"1167","13",RP,RP 13,CHUBUT,SIN DATO,"0",,Ruta,O,,
0.70,"1801","13",RP,RP 13,CHUBUT,Pavimento,"0",,Ruta,O,"99","70"
0.83,"1166","13",RP,RP 13,RIO NEGRO,SIN DATO,"0",,Ruta,O,,
212.17,"316","26",RN,RN 26,CHUBUT,Pavimento,"0",,Ruta,O,"99","70"
39.49,"1075","4",RP,RP 4,CHUBUT,SIN DATO,"0",,Ruta,O,,
4.58,"1163","4",RP,RP 4,CHUBUT,SIN DATO,"0",,Ruta,O,,
7.26,"1162","4",RP,RP 4,CHUBUT,SIN DATO,"0",,Ruta,O,,
12.94,"1076","4",RP,RP 4,CHUBUT,SIN DATO,"0",,Ruta,O,,
4.98,"1161","4",RP,RP 4,CHUBUT,SIN DATO,"0",,Ruta,O,,
15.69,"1160","4",RP,RP 4,CHUBUT,SIN DATO,"0",,Ruta,O,,
3.38,"1159","4",RP,RP 4,CHUBUT,SIN DATO,"0",,Ruta,O,,
10.81,"1158","4",RP,RP 4,CHUBUT,SIN DATO,"0",,Ruta,O,,
508.14,"929","25",RN,RN 25,CHUBUT,Pavimento,"0","1",Ruta,O,"99","70"
63.01,"1157","4",RP,RP 4,CHUBUT,SIN DATO,"0",,Ruta,O,,
22.89,"1061","4",RP,RP 4,CHUBUT,SIN DATO,"0",,Ruta,O,,
4.19,"1062","4",RP,RP 4,CHUBUT,SIN DATO,"0",,Ruta,O,,
8.59,"1063","4",RP,RP 4,CHUBUT,SIN DATO,"0",,Ruta,O,,
1.42,"1064","4",RP,RP 4,CHUBUT,SIN DATO,"0",,Ruta,O,,
31.36,"947","231",RN,RN 231,NEUQUEN,Pavimento,"0","1",Ruta,M,"70","48"
72.48,"948","40",RN,RN 40,NEUQUEN,Pavimento,"0","1",Ruta,O,"99","70"
188.57,"1007","40",RN,RN 40,RIO NEGRO,Pavimento,"0","1",Ruta,O,"99","70"
137.17,"984",1S40,RN,RN 1S40,RIO NEGRO,Ripio,"0",,Ruta,O,"49","35"
14.70,"501","40",RN,RN 40,RIO NEGRO,Pavimento,"0","1",Ruta,O,"99","70"
4.51,"503","40",RN,RN 40,RIO NEGRO,Pavimento,"0","1",Ruta,O,"99","70"
53.09,"1006","23",RN,RN 23,RIO NEGRO,Pavimento,"0","1",Ruta,O,"99","70"
14.68,"1005",1S40,RN,RN 1S40,RIO NEGRO,Pavimento,"0",,Ruta,O,"99","70"
90.76,"1003","237",RN,RN 237,RIO NEGRO,Pavimento,"0","1",Ruta,O,"99","70"
168.67,"1002","40",RN,RN 40,NEUQUEN,Pavimento,"0","1",Ruta,M,"70","48"
60.18,"1780",1S40,RN,RN 1S40,RIO NEGRO,Ripio,"0",,Ruta,O,"49","35"
21.18,"983",1S40,RN,RN 1S40,RIO NEGRO,Pavimento,"0",,Ruta,O,"99","70"
20.45,"1004","237",RN,RN 237,NEUQUEN,Pavimento,"0","1",Ruta,O,"99","70"
57.87,"502","40",RN,RN 40,NEUQUEN,Pavimento,"0","1",Ruta,O,"99","70"
1.40,"1581","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
0.11,"1582","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
0.63,"1583","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
0.27,"1584","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
0.16,"1585","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
0.09,"1588","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
0.15,"1586","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
0.51,"1587","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
0.24,"1589","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
0.50,"1590","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
0.16,"1592","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
0.24,"1593","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
0.28,"1594","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
2.85,"1598","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
18.04,"967","65",RN,RN 65,TUCUMAN,Pavimento,"0",,Ruta,O,"99","70"
25.59,"1714","38",RN,RN 38,TUCUMAN,Pavimento,"0",,Ruta,L,"109","79"
1.31,"1037","38",RN,RN 38,TUCUMAN,Pavimento,"0",,Avenida,L,"60","45"
49.62,"615","64",RN,RN 64,CATAMARCA,Pavimento,"0","1",Ruta,L,"109","79"
39.49,"410","334",RP,RP 334,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
41.93,"159","157",RN,RN 157,SANTIAGO DEL ESTERO,Pavimento,"0","1",Ruta,L,"109","79"
45.95,"160","157",RN,RN 157,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
18.76,"158","157",RN,RN 157,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
2.61,"157","157",RN,RN 157,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
25.15,"380","308",RP,RP 308,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
7.86,"1488","43",RP,RP 43,CATAMARCA,SIN DATO,"0",,Ruta,M,,
44.31,"1487","43",RP,RP 43,CATAMARCA,SIN DATO,"0",,Ruta,M,,
92.47,"1486","43",RP,RP 43,CATAMARCA,SIN DATO,"0",,Ruta,M,,
86.81,"1715","40",RN,RN 40,CATAMARCA,Pavimento,"0","1",Ruta,L,"109","79"
21.50,"513","40",RN,RN 40,CATAMARCA,Pavimento,"0","1",Ruta,L,"109","79"
26.65,"514","40",RN,RN 40,TUCUMAN,Pavimento,"0","1",Ruta,L,"109","79"
